10403.6	C	M1	68	75	705189
22828.0	C	M2	91	60	334117
45827.0	C	M3	37	40	216100
66567.1	C	M4	18	40	285882
70516.0	C	M5	70	95	434904
72037.6	C	M6	10	72	794199
74826.1	C	M7	65	60	5520
76436.1	C	M8	55	44	807579
77929.1	C	M9	39	22	693824
79001.1	C	M10	60	54	269002
82176.1	C	M11	10	31	722650
88897.1	C	M12	29	37	516052
106512.9	C	M13	66	96	481182
111643.1	C	M14	15	37	203618
162748.3	C	M15	65	43	238528
166179.5	C	M16	10	32	268916
167586.0	C	M17	87	15	328930
176849.8	C	M18	35	19	457799
182089.4	C	M19	76	9	956895
208708.8	C	M20	66	73	476028
216143.6	C	M21	37	72	672786
230857.0	C	M22	81	72	725607
245544.3	C	M23	27	36	464891
247153.8	C	M24	16	69	670170
257030.3	C	M25	33	7	295683
258708.1	C	M26	86	60	936977
262352.4	C	M27	2	69	178141
268475.6	C	M28	10	5	356531
270691.2	C	M29	56	68	154934
271328.9	C	M30	76	57	46363
276814.2	C	M31	82	31	645088
283504.6	C	M32	62	9	807252
293447.6	C	M33	90	37	897702
298798.4	C	M34	86	45	917059
301102.4	C	M35	66	80	189446
319110.4	C	M36	22	74	228270
331688.8	C	M37	74	97	348840
352754.0	C	M38	59	21	247652
360890.3	C	M39	46	98	436984
375571.9	C	M40	12	69	198701
390358.8	C	M41	16	2	898281
451682.3	C	M42	33	5	445482
464822.4	C	M43	42	33	947919
479024.0	C	M44	83	12	45508
487031.6	C	M45	53	12	30278
490618.8	C	M46	18	6	676473
492988.2	C	M47	90	86	774031
503872.9	C	M48	45	73	799338
516052.0	C	M49	98	59	952608
516423.1	C	M50	5	80	364339
536950.5	C	M51	64	60	884147
547342.6	C	M52	72	32	602849
558327.7	C	M53	59	51	197374
574178.9	C	M54	37	44	886555
584131.4	C	M55	28	40	326896
586986.7	C	M56	5	30	832354
590952.2	C	M57	40	26	424089
610442.8	C	M58	3	77	451858
615411.2	C	M59	31	53	791071
620397.7	C	M60	14	96	850065
635527.1	C	M61	79	51	399811
639019.9	C	M62	97	66	495214
663977.8	C	M63	46	23	300723
670328.0	C	M64	38	6	900630
679497.4	C	M65	70	1	761630
680160.1	C	M66	36	2	391930
682689.2	C	M67	99	4	196145
684784.6	C	M68	91	53	169498
686225.9	C	M69	8	18	56664
695255.0	C	M70	22	29	874383
