63.3	C	M1	107	523	787779
91.7	C	M2	1539	297	656581
199.4	C	M3	1694	1586	991511
587.6	C	M4	561	116	211621
1359.9	C	M5	612	164	577560
1465.7	C	M6	1667	945	415673
1633.7	C	M7	1860	1588	372050
1656.5	C	M8	15	1874	827584
2826.1	C	M9	755	1769	944022
3348.2	C	M10	1739	823	77230
3391.0	C	M11	1282	1343	6923
3792.9	C	M12	1540	359	312696
3810.2	C	M13	855	924	648992
4279.2	C	M14	41	878	470726
4549.9	C	M15	1131	1166	897215
4647.2	C	M16	1050	911	247019
4917.1	C	M17	1731	1817	46189
4924.6	C	M18	1232	1337	874650
5427.3	C	M19	1559	1608	938085
6124.6	C	M20	1536	102	153650
6556.4	C	M21	1783	1002	745826
6745.8	C	M22	1970	848	825067
7567.2	C	M23	569	1364	428984
7613.2	C	M24	1428	1226	923851
7624.7	C	M25	1118	1623	987800
7985.0	C	M26	1549	1584	425259
9400.8	C	M27	1686	1281	119931
9818.9	C	M28	842	1081	203458
10270.9	C	M29	1597	668	948005
10998.5	C	M30	1141	1581	544146
11768.4	C	M31	1156	1961	772483
11955.5	C	M32	1016	1885	574834
12446.6	C	M33	1731	1354	341591
12772.5	C	M34	183	1725	220919
13494.4	C	M35	1042	1745	435647
14262.7	C	M36	384	738	427946
14385.5	C	M37	409	1630	474603
14702.7	C	M38	744	561	715547
15415.5	C	M39	1724	193	850703
16275.1	C	M40	1946	682	284203
17871.1	C	M41	1572	935	983082
18217.3	C	M42	157	166	101992
18313.6	C	M43	1128	1551	386500
18585.1	C	M44	364	1672	535943
19045.8	C	M45	864	1183	385382
19133.5	C	M46	1285	1586	934936
20016.0	C	M47	1311	1479	760329
20133.6	C	M48	207	655	932511
20585.5	C	M49	76	170	259746
20984.7	C	M50	130	1268	725774
21509.5	C	M51	1912	1454	686745
21771.6	C	M52	565	1692	752664
22471.1	C	M53	456	1770	595158
22572.5	C	M54	412	1276	853512
23503.7	C	M55	462	483	322338
23675.3	C	M56	1089	1259	266212
23947.1	C	M57	985	1389	268736
23986.2	C	M58	1980	216	80847
24129.8	C	M59	1148	1793	235588
25196.3	C	M60	1509	1452	377284
25744.0	C	M61	895	1720	197180
25757.9	C	M62	278	1123	763276
26079.9	C	M63	547	1767	476636
26163.7	C	M64	1625	166	396130
27028.2	C	M65	7	1496	608374
27100.1	C	M66	1248	967	330565
28021.8	C	M67	1671	1052	836593
28533.1	C	M68	999	128	220220
28678.8	C	M69	1250	375	56231
31083.6	C	M70	1788	1530	430170
