285.7	C	M1	163	509	550704
558.6	C	M2	752	241	100161
1081.0	C	M3	214	255	542599
1221.9	C	M4	405	423	389867
1266.9	C	M5	388	927	671217
1736.4	C	M6	510	124	805696
2203.0	C	M7	522	877	773572
4478.6	C	M8	79	734	333705
5192.6	C	M9	201	288	820324
7207.4	C	M10	265	340	624755
7631.5	C	M11	607	903	809456
8486.8	C	M12	340	829	70740
11040.3	C	M13	375	777	536748
11535.7	C	M14	496	760	816481
12391.6	C	M15	167	750	454501
16127.8	C	M16	134	531	775567
16764.7	C	M17	482	998	312182
20379.6	C	M18	207	615	738943
20613.1	C	M19	756	209	943975
22398.6	C	M20	759	155	919236
23214.1	C	M21	168	116	171765
24438.3	C	M22	558	773	508897
24938.7	C	M23	962	346	532184
24981.2	C	M24	621	714	311046
25053.1	C	M25	557	691	840622
27879.8	C	M26	376	535	213140
28371.5	C	M27	637	616	709034
30518.5	C	M28	647	190	886014
31973.2	C	M29	932	715	422690
34315.3	C	M30	136	682	960703
35036.7	C	M31	461	565	138443
35423.3	C	M32	542	379	737320
36426.8	C	M33	705	204	827546
37953.8	C	M34	120	766	684953
38167.6	C	M35	257	37	271179
38832.1	C	M36	545	821	854714
40095.3	C	M37	779	384	670577
40593.1	C	M38	133	262	980468
41944.8	C	M39	834	865	224727
42409.9	C	M40	851	46	787895
43388.3	C	M41	525	93	563435
43494.2	C	M42	521	494	121920
43779.6	C	M43	881	751	65191
45066.3	C	M44	560	607	296192
45091.8	C	M45	467	672	480260
45841.0	C	M46	411	368	747404
45878.6	C	M47	537	396	786321
46184.5	C	M48	515	41	424909
48329.9	C	M49	872	893	345472
48488.9	C	M50	280	123	727200
48797.8	C	M51	367	662	448102
49399.7	C	M52	971	615	761734
49983.5	C	M53	491	765	187647
51499.0	C	M54	852	786	215482
52036.3	C	M55	617	92	571604
52537.8	C	M56	554	764	235139
54274.2	C	M57	835	420	164295
54934.8	C	M58	846	556	389713
55742.5	C	M59	86	319	692629
55814.2	C	M60	442	399	484677
55861.2	C	M61	858	640	859677
57283.9	C	M62	405	532	293624
58643.6	C	M63	212	324	536733
58756.2	C	M64	28	881	904637
58907.9	C	M65	899	292	123388
62828.6	C	M66	84	986	818124
64389.7	C	M67	348	955	343829
69185.1	C	M68	3	848	384840
71072.2	C	M69	272	637	901174
71925.0	C	M70	677	199	429289
71957.9	C	M71	501	316	465605
73528.1	C	M72	764	531	398215
74614.5	C	M73	185	174	505861
75950.2	C	M74	873	18	474897
75980.1	C	M75	188	485	995019
76307.2	C	M76	752	519	380340
76664.0	C	M77	9	726	355547
77206.3	C	M78	899	620	807025
79161.2	C	M79	183	294	524332
79463.2	C	M80	391	877	275298
80147.3	C	M81	695	553	95540
81211.5	C	M82	886	477	679422
81271.0	C	M83	51	601	970552
81364.7	C	M84	709	2	981687
82266.5	C	M85	381	150	745162
83454.6	C	M86	400	321	340628
86243.8	C	M87	388	239	137008
87742.9	C	M88	69	680	39926
87802.2	C	M89	735	635	880275
87979.9	C	M90	923	283	169244
88247.6	C	M91	1	53	299199
88324.1	C	M92	588	572	541024
90002.3	C	M93	474	339	880558
91655.8	C	M94	349	88	783706
92755.8	C	M95	877	808	186308
92787.0	C	M96	426	776	672789
95169.7	C	M97	56	676	487057
96798.6	C	M98	738	729	64309
96893.0	C	M99	480	288	841006
97520.5	C	M100	366	789	884575
97866.2	C	M101	861	429	2566
98547.9	C	M102	524	723	526950
98580.7	C	M103	371	102	932891
100285.9	C	M104	142	441	356612
102433.6	C	M105	39	726	209486
102713.3	C	M106	512	741	70706
103036.7	C	M107	873	867	879182
104044.4	C	M108	983	752	802037
104292.2	C	M109	137	273	88970
106715.0	C	M110	164	948	24911
107849.0	C	M111	405	78	290245
108632.4	C	M112	991	706	483454
