3662.5	C	M1	4	2	1262799
3721.7	C	M2	90	76	1292645
3730.6	C	M3	33	99	1236983
3805.4	C	M4	62	12	1191810
3817.3	C	M5	67	19	606629
3824.3	C	M6	1	73	1221142
3829.0	C	M7	19	13	291138
3833.8	C	M8	59	71	1633127
3836.6	C	M9	38	26	1333674
3843.8	C	M10	45	99	446071
3911.7	C	M11	16	32	1302999
3931.6	C	M12	98	55	355706
3937.4	C	M13	71	47	1461414
3971.9	C	M14	89	85	1740698
3979.8	C	M15	10	53	368358
3982.3	C	M16	4	65	1403045
4158.1	C	M17	22	30	380626
4166.2	C	M18	63	89	1310520
4199.1	C	M19	16	6	196677
4228.7	C	M20	15	7	373643
4228.8	C	M21	67	61	1674459
4247.1	C	M22	56	67	1620485
4323.8	C	M23	58	91	388046
4345.5	C	M24	48	96	782313
4408.9	C	M25	15	81	1481536
4460.2	C	M26	20	40	976940
4507.1	C	M27	27	35	838388
4568.8	C	M28	81	69	280627
4611.1	C	M29	71	69	1998915
4627.5	C	M30	18	74	366352
4633.8	C	M31	49	50	599555
4689.5	C	M32	64	65	1178765
4766.1	C	M33	48	42	1560790
4774.5	C	M34	28	6	1285812
4795.3	C	M35	32	35	1241222
4841.2	C	M36	20	99	684460
4906.2	C	M37	69	51	882871
4981.0	C	M38	86	84	1553340
5019.2	C	M39	63	28	1324262
5052.1	C	M40	38	89	1077849
5075.4	C	M41	22	18	855648
5193.1	C	M42	97	50	209684
5238.5	C	M43	20	94	164648
5282.8	C	M44	0	65	1847702
5451.3	C	M45	81	44	1843909
5509.0	C	M46	14	43	648591
5532.5	C	M47	50	74	1949898
5611.7	C	M48	65	92	863925
5730.2	C	M49	78	51	484860
5757.1	C	M50	84	51	1716060
5760.6	C	M51	67	33	578684
5811.1	C	M52	56	69	1518453
5823.3	C	M53	98	78	603301
5897.9	C	M54	20	96	1165140
5900.2	C	M55	39	97	1776324
5902.7	C	M56	31	44	1725415
5913.1	C	M57	67	60	1237350
5935.8	C	M58	35	40	1526123
5951.8	C	M59	24	3	1140961
5996.5	C	M60	41	1	232984
6013.6	C	M61	68	78	973388
6125.8	C	M62	29	23	1566926
6139.8	C	M63	22	44	1799231
6189.2	C	M64	7	54	1665121
6223.4	C	M65	27	71	433846
6236.5	C	M66	72	89	1195085
6236.6	C	M67	52	72	1552004
6247.9	C	M68	56	45	1825341
6306.3	C	M69	90	47	709513
6356.9	C	M70	71	53	306924
6361.5	C	M71	6	17	1066000
6362.0	C	M72	78	47	281610
6392.6	C	M73	49	40	1662727
6417.6	C	M74	83	81	1624882
6462.6	C	M75	35	53	1192657
6467.5	C	M76	41	78	300608
6637.3	C	M77	93	46	1294919
6687.9	C	M78	44	41	1042049
6787.9	C	M79	52	74	1242800
6797.5	C	M80	74	77	760887
6806.7	C	M81	38	18	1087267
6808.4	C	M82	51	1	1004662
6923.5	C	M83	73	21	1252983
6944.3	C	M84	32	22	758106
6946.3	C	M85	3	95	1888380
6950.9	C	M86	77	98	657253
6951.5	C	M87	41	25	1820027
6979.3	C	M88	52	16	646677
6990.4	C	M89	94	51	336746
7086.2	C	M90	18	27	196905
7173.0	C	M91	32	88	1465406
7232.0	C	M92	37	92	1094587
7286.4	C	M93	1	73	319722
7343.7	C	M94	47	84	866526
7346.9	C	M95	40	85	1847187
7365.6	C	M96	7	52	340336
7366.7	C	M97	52	12	1308061
7398.1	C	M98	77	84	894105
7399.8	C	M99	34	27	204625
7419.4	C	M100	77	44	1747465
7442.8	C	M101	84	37	1918900
7478.0	C	M102	44	1	100589
7500.4	C	M103	77	56	360257
7572.7	C	M104	97	67	978906
7616.3	C	M105	78	91	1047161
7749.1	C	M106	85	91	1756952
7752.6	C	M107	91	59	1665637
7838.8	C	M108	27	99	1662818
7875.1	C	M109	60	24	588447
7924.6	C	M110	87	36	1202622
7932.4	C	M111	84	28	1943087
7955.9	C	M112	92	28	1977543
7980.3	C	M113	3	42	372636
8023.5	C	M114	20	23	140976
8029.1	C	M115	27	4	111926
8053.3	C	M116	14	25	1372247
8171.7	C	M117	50	54	1819821
8217.1	C	M118	67	7	1788059
8260.1	C	M119	75	32	1053871
8304.0	C	M120	64	29	632281
