4853.0	C	M1	3	5	994
5332.4	C	M2	3	9	366
20133.6	C	M3	7	6	335
24536.1	C	M4	9	3	505
34077.4	C	M5	9	8	798
37390.4	C	M6	6	5	238
39586.9	C	M7	7	3	853
43308.8	C	M8	3	2	524
44657.8	C	M9	4	1	282
45120.8	C	M10	1	9	46
50037.5	C	M11	8	7	806
51492.3	C	M12	8	6	164
57970.3	C	M13	8	9	275
59844.2	C	M14	8	1	941
60493.8	C	M15	7	8	245
67115.7	C	M16	5	4	357
70503.6	C	M17	1	3	804
76761.6	C	M18	8	9	583
100292.8	C	M19	9	5	701
106148.2	C	M20	6	2	641
107957.9	C	M21	1	6	254
109344.3	C	M22	7	6	430
109520.9	C	M23	4	3	619
122977.1	C	M24	7	8	223
129896.9	C	M25	2	5	132
134968.4	C	M26	8	9	799
137458.7	C	M27	2	9	88
141872.1	C	M28	1	2	390
150292.5	C	M29	8	7	740
152778.1	C	M30	7	8	217
165284.9	C	M31	4	8	445
166535.5	C	M32	8	3	387
168872.1	C	M33	3	7	705
173562.4	C	M34	9	4	879
182688.7	C	M35	6	3	255
188482.5	C	M36	8	3	496
191815.7	C	M37	8	4	57
192731.3	C	M38	2	3	416
192877.8	C	M39	5	4	487
199086.4	C	M40	8	3	479
202481.2	C	M41	9	8	943
207880.8	C	M42	3	2	214
209634.7	C	M43	5	8	287
213532.6	C	M44	6	2	653
220067.8	C	M45	6	2	948
220897.5	C	M46	3	8	910
232556.8	C	M47	7	5	191
238827.8	C	M48	8	9	275
244921.6	C	M49	9	4	885
244977.4	C	M50	6	9	666
255643.0	C	M51	8	2	234
255653.2	C	M52	3	1	810
257231.2	C	M53	5	8	42
270339.7	C	M54	1	2	205
272792.6	C	M55	8	4	468
282221.8	C	M56	6	1	704
285957.4	C	M57	6	2	530
309169.7	C	M58	3	2	407
310622.1	C	M59	5	8	245
314080.3	C	M60	3	8	259
321277.3	C	M61	2	7	235
329410.0	C	M62	4	9	844
330196.4	C	M63	5	7	966
331450.9	C	M64	1	8	324
335446.2	C	M65	7	4	837
344234.1	C	M66	8	6	847
347592.6	C	M67	8	1	593
347928.5	C	M68	4	5	424
354610.1	C	M69	2	7	486
366148.6	C	M70	1	4	205
368833.0	C	M71	5	2	608
371621.9	C	M72	7	6	420
372977.8	C	M73	2	6	750
386962.7	C	M74	8	7	607
389204.2	C	M75	9	7	360
397473.8	C	M76	1	5	205
399854.5	C	M77	8	2	122
404105.7	C	M78	1	6	767
404135.7	C	M79	8	5	146
411056.7	C	M80	4	9	351
415812.8	C	M81	1	6	358
417325.1	C	M82	8	7	962
425934.5	C	M83	2	3	658
426258.2	C	M84	1	3	745
426933.9	C	M85	6	1	473
427017.4	C	M86	5	4	717
431216.7	C	M87	3	8	61
436772.9	C	M88	6	1	218
437006.6	C	M89	5	4	758
446968.4	C	M90	9	3	864
450368.0	C	M91	3	5	762
457962.5	C	M92	8	4	71
461441.0	C	M93	9	4	930
462494.5	C	M94	4	8	874
473952.8	C	M95	5	4	435
476942.9	C	M96	1	7	294
483222.0	C	M97	7	5	834
485624.4	C	M98	2	4	794
490443.2	C	M99	7	6	449
494819.2	C	M100	5	2	975
